proname|args|rettype|provolatile|proleakproof
table_to_xml_and_xmlschema|{bool,text,bool,regclass}|xml|s|f
table_to_xmlschema|{regclass,bool,text,bool}|xml|s|f
tan|{float8}|float8|i|f
tand|{float8}|float8|i|f
tanh|{float8}|float8|i|f
text|{bool}|text|i|f
text|{bpchar}|text|i|f
text|{char}|text|i|f
text|{geometry}|text|i|f
text|{inet}|text|i|f
text|{name}|text|i|f
text|{xml}|text|i|f
text_ge|{text,text}|bool|i|t
text_gt|{text,text}|bool|i|t
text_larger|{text,text}|text|i|t
text_le|{text,text}|bool|i|t
text_lt|{text,text}|bool|i|t
text_pattern_ge|{text,text}|bool|i|t
text_pattern_gt|{text,text}|bool|i|t
text_pattern_le|{text,text}|bool|i|t
text_pattern_lt|{text,text}|bool|i|t
text_smaller|{text,text}|text|i|t
textanycat|{anynonarray,text}|text|s|f
textcat|{text,text}|text|i|f
texteq|{text,text}|bool|i|t
texteqname|{name,text}|bool|i|t
textgename|{name,text}|bool|i|t
textgtname|{name,text}|bool|i|t
texticlike|{text,text}|bool|i|f
texticlike_support|{internal}|internal|i|f
texticnlike|{text,text}|bool|i|f
texticregexeq|{text,text}|bool|i|f
texticregexeq_support|{internal}|internal|i|f
texticregexne|{text,text}|bool|i|f
textin|{cstring}|text|i|f
textlen|{text}|int4|i|f
textlename|{name,text}|bool|i|t
textlike|{text,text}|bool|i|f
textlike_support|{internal}|internal|i|f
textltname|{name,text}|bool|i|t
textne|{text,text}|bool|i|t
textnename|{name,text}|bool|i|t
textnlike|{text,text}|bool|i|f
textout|{text}|cstring|i|f
textrecv|{internal}|text|s|f
textregexeq|{text,text}|bool|i|f
textregexeq_support|{internal}|internal|i|f
textregexne|{text,text}|bool|i|f
textsend|{text}|bytea|s|f
thesaurus_init|{internal}|internal|i|f
thesaurus_lexize|{internal,internal,internal,internal}|internal|i|f
tideq|{tid,tid}|bool|i|t
tidge|{tid,tid}|bool|i|t
tidgt|{tid,tid}|bool|i|t
tidin|{cstring}|tid|i|f
tidlarger|{tid,tid}|tid|i|f
tidle|{tid,tid}|bool|i|t
tidlt|{tid,tid}|bool|i|t
tidne|{tid,tid}|bool|i|t
tidout|{tid}|cstring|i|f
tidrecv|{internal}|tid|i|f
tidsend|{tid}|bytea|i|f
tidsmaller|{tid,tid}|tid|i|f
time|{interval}|time|i|f
time|{time,int4}|time|i|f
time|{timestamp}|time|i|f
time|{timestamptz}|time|s|f
time|{timetz}|time|i|f
time_cmp|{time,time}|int4|i|t
time_eq|{time,time}|bool|i|t
time_ge|{time,time}|bool|i|t
time_gt|{time,time}|bool|i|t
time_hash|{time}|int4|i|f
time_hash_extended|{time,int8}|int8|i|f
time_in|{cstring,oid,int4}|time|s|f
time_larger|{time,time}|time|i|f
time_le|{time,time}|bool|i|t
time_lt|{time,time}|bool|i|t
time_mi_interval|{interval,time}|time|i|f
time_mi_time|{time,time}|interval|i|f
time_ne|{time,time}|bool|i|t
time_out|{time}|cstring|i|f
time_pl_interval|{time,interval}|time|i|f
time_recv|{int4,oid,internal}|time|i|f
time_send|{time}|bytea|i|f
time_smaller|{time,time}|time|i|f
time_support|{internal}|internal|i|f
timedate_pl|{time,date}|timestamp|i|f
timestamp|{date}|timestamp|i|f
timestamp|{date,time}|timestamp|i|f
timestamp|{int4,timestamp}|timestamp|i|f
timestamp|{timestamptz}|timestamp|s|f
timestamp_cmp|{timestamp,timestamp}|int4|i|t
timestamp_cmp_date|{timestamp,date}|int4|i|f
timestamp_cmp_timestamptz|{timestamptz,timestamp}|int4|s|f
timestamp_eq|{timestamp,timestamp}|bool|i|t
timestamp_eq_date|{timestamp,date}|bool|i|f
timestamp_eq_timestamptz|{timestamptz,timestamp}|bool|s|f
timestamp_ge|{timestamp,timestamp}|bool|i|t
timestamp_ge_date|{date,timestamp}|bool|i|f
timestamp_ge_timestamptz|{timestamptz,timestamp}|bool|s|f
timestamp_gt|{timestamp,timestamp}|bool|i|t
timestamp_gt_date|{timestamp,date}|bool|i|f
timestamp_gt_timestamptz|{timestamp,timestamptz}|bool|s|f
timestamp_hash|{timestamp}|int4|i|f
timestamp_hash_extended|{int8,timestamp}|int8|i|f
timestamp_in|{cstring,int4,oid}|timestamp|s|f
timestamp_larger|{timestamp,timestamp}|timestamp|i|f
timestamp_le|{timestamp,timestamp}|bool|i|t
timestamp_le_date|{timestamp,date}|bool|i|f
timestamp_le_timestamptz|{timestamptz,timestamp}|bool|s|f
timestamp_lt|{timestamp,timestamp}|bool|i|t
timestamp_lt_date|{date,timestamp}|bool|i|f
timestamp_lt_timestamptz|{timestamptz,timestamp}|bool|s|f
timestamp_mi|{timestamp,timestamp}|interval|i|f
timestamp_mi_interval|{timestamp,interval}|timestamp|i|f
timestamp_ne|{timestamp,timestamp}|bool|i|t
timestamp_ne_date|{date,timestamp}|bool|i|f
timestamp_ne_timestamptz|{timestamptz,timestamp}|bool|s|f
timestamp_out|{timestamp}|cstring|s|f
timestamp_pl_interval|{interval,timestamp}|timestamp|i|f
timestamp_recv|{internal,int4,oid}|timestamp|i|f
timestamp_send|{timestamp}|bytea|i|f
timestamp_smaller|{timestamp,timestamp}|timestamp|i|f
timestamp_sortsupport|{internal}|void|i|f
timestamp_support|{internal}|internal|i|f
timestamptypmodin|{_cstring}|int4|i|f
timestamptypmodout|{int4}|cstring|i|f
timestamptz|{date}|timestamptz|s|f
timestamptz|{date,time}|timestamptz|s|f
timestamptz|{date,timetz}|timestamptz|i|f
timestamptz|{int4,timestamptz}|timestamptz|i|f
timestamptz|{timestamp}|timestamptz|s|f
timestamptz_cmp|{timestamptz,timestamptz}|int4|i|t
timestamptz_cmp_date|{timestamptz,date}|int4|s|f
timestamptz_cmp_timestamp|{timestamptz,timestamp}|int4|s|f
timestamptz_eq|{timestamptz,timestamptz}|bool|i|t
timestamptz_eq_date|{date,timestamptz}|bool|s|f
timestamptz_eq_timestamp|{timestamptz,timestamp}|bool|s|f
timestamptz_ge|{timestamptz,timestamptz}|bool|i|t
timestamptz_ge_date|{timestamptz,date}|bool|s|f
timestamptz_ge_timestamp|{timestamptz,timestamp}|bool|s|f
timestamptz_gt|{timestamptz,timestamptz}|bool|i|t
timestamptz_gt_date|{date,timestamptz}|bool|s|f
timestamptz_gt_timestamp|{timestamptz,timestamp}|bool|s|f
timestamptz_in|{cstring,int4,oid}|timestamptz|s|f
timestamptz_larger|{timestamptz,timestamptz}|timestamptz|i|f
timestamptz_le|{timestamptz,timestamptz}|bool|i|t
timestamptz_le_date|{date,timestamptz}|bool|s|f
timestamptz_le_timestamp|{timestamptz,timestamp}|bool|s|f
timestamptz_lt|{timestamptz,timestamptz}|bool|i|t
timestamptz_lt_date|{date,timestamptz}|bool|s|f
timestamptz_lt_timestamp|{timestamptz,timestamp}|bool|s|f
timestamptz_mi|{timestamptz,timestamptz}|interval|i|f
timestamptz_mi_interval|{timestamptz,interval}|timestamptz|s|f
timestamptz_ne|{timestamptz,timestamptz}|bool|i|t
timestamptz_ne_date|{timestamptz,date}|bool|s|f
timestamptz_ne_timestamp|{timestamp,timestamptz}|bool|s|f
timestamptz_out|{timestamptz}|cstring|s|f
timestamptz_pl_interval|{timestamptz,interval}|timestamptz|s|f
timestamptz_recv|{internal,int4,oid}|timestamptz|i|f
timestamptz_send|{timestamptz}|bytea|i|f
timestamptz_smaller|{timestamptz,timestamptz}|timestamptz|i|f
timestamptztypmodin|{_cstring}|int4|i|f
timestamptztypmodout|{int4}|cstring|i|f
timetypmodin|{_cstring}|int4|i|f
timetypmodout|{int4}|cstring|i|f
timetz|{time}|timetz|s|f
timetz|{timestamptz}|timetz|s|f
timetz|{timetz,int4}|timetz|i|f
timetz_cmp|{timetz,timetz}|int4|i|t
timetz_eq|{timetz,timetz}|bool|i|t
timetz_ge|{timetz,timetz}|bool|i|t
timetz_gt|{timetz,timetz}|bool|i|t
timetz_hash|{timetz}|int4|i|f
timetz_hash_extended|{int8,timetz}|int8|i|f
timetz_in|{cstring,oid,int4}|timetz|s|f
timetz_larger|{timetz,timetz}|timetz|i|f
timetz_le|{timetz,timetz}|bool|i|t
timetz_lt|{timetz,timetz}|bool|i|t
timetz_mi_interval|{interval,timetz}|timetz|i|f
timetz_ne|{timetz,timetz}|bool|i|t
timetz_out|{timetz}|cstring|i|f
timetz_pl_interval|{timetz,interval}|timetz|i|f
timetz_recv|{internal,int4,oid}|timetz|i|f
timetz_send|{timetz}|bytea|i|f
timetz_smaller|{timetz,timetz}|timetz|i|f
timetzdate_pl|{date,timetz}|timestamptz|i|f
timetztypmodin|{_cstring}|int4|i|f
timetztypmodout|{int4}|cstring|i|f
timezone|{interval,timestamptz}|timestamp|i|f
timezone|{text,timetz}|timetz|v|f
timezone|{timestamp,interval}|timestamptz|i|f
timezone|{timestamp,text}|timestamptz|i|f
timezone|{timestamptz,text}|timestamp|i|f
timezone|{timetz,interval}|timetz|i|f
to_ascii|{text}|text|i|f
to_ascii|{text,int4}|text|i|f
to_ascii|{text,name}|text|i|f
to_char|{int8,text}|text|s|f
to_char|{interval,text}|text|s|f
to_char|{text,float4}|text|s|f
to_char|{text,float8}|text|s|f
to_char|{text,int4}|text|s|f
to_char|{text,numeric}|text|s|f
to_char|{text,timestamp}|text|s|f
to_char|{timestamptz,text}|text|s|f
to_date|{text,text}|date|s|f
to_hex|{int4}|text|i|f
to_hex|{int8}|text|i|f
to_json|{anyelement}|json|s|f
to_jsonb|{anyelement}|jsonb|s|f
to_number|{text,text}|numeric|s|f
to_regclass|{text}|regclass|s|f
to_regnamespace|{text}|regnamespace|s|f
to_regoper|{text}|regoper|s|f
to_regoperator|{text}|regoperator|s|f
to_regproc|{text}|regproc|s|f
to_regprocedure|{text}|regprocedure|s|f
to_regrole|{text}|regrole|s|f
to_regtype|{text}|regtype|s|f
to_timestamp|{float8}|timestamptz|i|f
to_timestamp|{text,text}|timestamptz|s|f
to_tsquery|{text}|tsquery|s|f
to_tsquery|{text,regconfig}|tsquery|i|f
to_tsvector|{json}|tsvector|s|f
to_tsvector|{json,regconfig}|tsvector|i|f
to_tsvector|{jsonb}|tsvector|s|f
to_tsvector|{regconfig,jsonb}|tsvector|i|f
to_tsvector|{text}|tsvector|s|f
to_tsvector|{text,regconfig}|tsvector|i|f
translate|{text,text,text}|text|i|f
trigger_in|{cstring}|trigger|i|f
trigger_out|{trigger}|cstring|i|f
trunc|{float8}|float8|i|f
trunc|{macaddr}|macaddr|i|f
trunc|{macaddr8}|macaddr8|i|f
trunc|{numeric}|numeric|i|f
trunc|{numeric,int4}|numeric|i|f
ts_debug|{text}|record|s|f
ts_debug|{text,regconfig}|record|s|f
ts_delete|{tsvector,_text}|tsvector|i|f
ts_delete|{tsvector,text}|tsvector|i|f
ts_filter|{_char,tsvector}|tsvector|i|f
ts_headline|{json,regconfig,text,tsquery}|json|i|f
ts_headline|{json,regconfig,tsquery}|json|i|f
ts_headline|{json,tsquery}|json|s|f
ts_headline|{json,tsquery,text}|json|s|f
ts_headline|{jsonb,regconfig,tsquery}|jsonb|i|f
ts_headline|{jsonb,text,tsquery,regconfig}|jsonb|i|f
ts_headline|{regconfig,text,tsquery,text}|text|i|f
ts_headline|{text,text,tsquery}|text|s|f
ts_headline|{tsquery,jsonb}|jsonb|s|f
ts_headline|{tsquery,text}|text|s|f
ts_headline|{tsquery,text,jsonb}|jsonb|s|f
ts_headline|{tsquery,text,regconfig}|text|i|f
ts_lexize|{regdictionary,text}|_text|i|f
ts_match_qv|{tsvector,tsquery}|bool|i|f
ts_match_tq|{text,tsquery}|bool|s|f
ts_match_tt|{text,text}|bool|s|f
ts_match_vq|{tsquery,tsvector}|bool|i|f
ts_parse|{text,oid}|record|i|f
ts_parse|{text,text}|record|s|f
ts_rank|{int4,tsquery,tsvector}|float4|i|f
ts_rank|{tsquery,tsvector}|float4|i|f
ts_rank|{tsquery,tsvector,_float4}|float4|i|f
ts_rank|{tsvector,int4,tsquery,_float4}|float4|i|f
ts_rank_cd|{_float4,tsquery,tsvector}|float4|i|f
ts_rank_cd|{int4,tsquery,tsvector,_float4}|float4|i|f
ts_rank_cd|{tsquery,int4,tsvector}|float4|i|f
ts_rank_cd|{tsquery,tsvector}|float4|i|f
ts_rewrite|{tsquery,text}|tsquery|v|f
ts_rewrite|{tsquery,tsquery,tsquery}|tsquery|i|f
ts_stat|{text}|record|v|f
ts_stat|{text,text}|record|v|f
ts_token_type|{oid}|record|i|f
ts_token_type|{text}|record|s|f
ts_typanalyze|{internal}|bool|s|f
tsm_handler_in|{cstring}|tsm_handler|i|f
tsm_handler_out|{tsm_handler}|cstring|i|f
tsmatchjoinsel|{oid,internal,internal,int2,internal}|float8|s|f
tsmatchsel|{int4,internal,internal,oid}|float8|s|f
tsq_mcontained|{tsquery,tsquery}|bool|i|f
tsq_mcontains|{tsquery,tsquery}|bool|i|f
tsquery_and|{tsquery,tsquery}|tsquery|i|f
tsquery_cmp|{tsquery,tsquery}|int4|i|f
tsquery_eq|{tsquery,tsquery}|bool|i|f
tsquery_ge|{tsquery,tsquery}|bool|i|f
tsquery_gt|{tsquery,tsquery}|bool|i|f
tsquery_le|{tsquery,tsquery}|bool|i|f
tsquery_lt|{tsquery,tsquery}|bool|i|f
tsquery_ne|{tsquery,tsquery}|bool|i|f
tsquery_not|{tsquery}|tsquery|i|f
tsquery_or|{tsquery,tsquery}|tsquery|i|f
tsquery_phrase|{tsquery,int4,tsquery}|tsquery|i|f
tsquery_phrase|{tsquery,tsquery}|tsquery|i|f
tsqueryin|{cstring}|tsquery|i|f
tsqueryout|{tsquery}|cstring|i|f
tsqueryrecv|{internal}|tsquery|i|f
tsquerysend|{tsquery}|bytea|i|f
tsrange|{timestamp,text,timestamp}|tsrange|i|f
tsrange|{timestamp,timestamp}|tsrange|i|f
tsrange_subdiff|{timestamp,timestamp}|float8|i|f
tstzrange|{timestamptz,text,timestamptz}|tstzrange|i|f
tstzrange|{timestamptz,timestamptz}|tstzrange|i|f
tstzrange_subdiff|{timestamptz,timestamptz}|float8|i|f
tsvector_cmp|{tsvector,tsvector}|int4|i|f
tsvector_concat|{tsvector,tsvector}|tsvector|i|f
tsvector_eq|{tsvector,tsvector}|bool|i|f
tsvector_ge|{tsvector,tsvector}|bool|i|f
tsvector_gt|{tsvector,tsvector}|bool|i|f
tsvector_le|{tsvector,tsvector}|bool|i|f
tsvector_lt|{tsvector,tsvector}|bool|i|f
tsvector_ne|{tsvector,tsvector}|bool|i|f
tsvector_to_array|{tsvector}|_text|i|f
tsvectorin|{cstring}|tsvector|i|f
tsvectorout|{tsvector}|cstring|i|f
tsvectorrecv|{internal}|tsvector|i|f
tsvectorsend|{tsvector}|bytea|i|f
txid_snapshot_in|{cstring}|txid_snapshot|i|f
txid_snapshot_out|{txid_snapshot}|cstring|i|f
txid_snapshot_recv|{internal}|txid_snapshot|i|f
txid_snapshot_send|{txid_snapshot}|bytea|i|f
txid_snapshot_xip|{txid_snapshot}|int8|i|f
txid_snapshot_xmax|{txid_snapshot}|int8|i|f
txid_snapshot_xmin|{txid_snapshot}|int8|i|f
txid_status|{int8}|text|v|f
txid_visible_in_snapshot|{txid_snapshot,int8}|bool|i|f
uhc_to_utf8|{int4,int4,int4,cstring,internal}|void|i|f
unknownin|{cstring}|unknown|i|f
unknownout|{unknown}|cstring|i|f
unknownrecv|{internal}|unknown|i|f
unknownsend|{unknown}|bytea|i|f
unlockrows|{text}|int4|v|f
unnest|{anyarray}|anyelement|i|f
unnest|{tsvector}|record|i|f
updategeometrysrid|{int4,varchar,varchar,varchar}|text|v|f
updategeometrysrid|{varchar,varchar,int4}|text|v|f
updategeometrysrid|{varchar,varchar,varchar,int4,varchar}|text|v|f
upper|{anyrange}|anyelement|i|f
upper|{text}|text|i|f
upper_inc|{anyrange}|bool|i|f
upper_inf|{anyrange}|bool|i|f
utf8_to_ascii|{int4,internal,int4,int4,cstring}|void|i|f
utf8_to_big5|{internal,cstring,int4,int4,int4}|void|i|f
utf8_to_euc_cn|{int4,int4,int4,cstring,internal}|void|i|f
utf8_to_euc_jis_2004|{internal,int4,int4,cstring,int4}|void|i|f
utf8_to_euc_jp|{int4,int4,int4,cstring,internal}|void|i|f
utf8_to_euc_kr|{internal,int4,int4,int4,cstring}|void|i|f
utf8_to_euc_tw|{int4,int4,internal,cstring,int4}|void|i|f
utf8_to_gb18030|{internal,int4,int4,cstring,int4}|void|i|f
utf8_to_gbk|{int4,cstring,int4,int4,internal}|void|i|f
utf8_to_iso8859|{internal,cstring,int4,int4,int4}|void|i|f
utf8_to_iso8859_1|{internal,int4,int4,int4,cstring}|void|i|f
utf8_to_johab|{int4,int4,internal,cstring,int4}|void|i|f
utf8_to_koi8r|{int4,cstring,int4,int4,internal}|void|i|f
utf8_to_koi8u|{internal,cstring,int4,int4,int4}|void|i|f
utf8_to_shift_jis_2004|{internal,int4,int4,cstring,int4}|void|i|f
utf8_to_sjis|{int4,int4,cstring,internal,int4}|void|i|f
utf8_to_uhc|{int4,internal,cstring,int4,int4}|void|i|f
utf8_to_win|{cstring,int4,internal,int4,int4}|void|i|f
uuid_cmp|{uuid,uuid}|int4|i|t
uuid_eq|{uuid,uuid}|bool|i|t
uuid_ge|{uuid,uuid}|bool|i|t
uuid_gt|{uuid,uuid}|bool|i|t
uuid_hash|{uuid}|int4|i|f
uuid_hash_extended|{uuid,int8}|int8|i|f
uuid_in|{cstring}|uuid|i|f
uuid_le|{uuid,uuid}|bool|i|t
uuid_lt|{uuid,uuid}|bool|i|t
uuid_ne|{uuid,uuid}|bool|i|t
uuid_out|{uuid}|cstring|i|f
uuid_recv|{internal}|uuid|i|f
uuid_send|{uuid}|bytea|i|f
uuid_sortsupport|{internal}|void|i|f
var_pop|{float4}|float8|i|f
var_pop|{float8}|float8|i|f
var_pop|{int2}|numeric|i|f
var_pop|{int4}|numeric|i|f
var_pop|{int8}|numeric|i|f
var_pop|{numeric}|numeric|i|f
var_samp|{float4}|float8|i|f
var_samp|{float8}|float8|i|f
var_samp|{int2}|numeric|i|f
var_samp|{int4}|numeric|i|f
var_samp|{int8}|numeric|i|f
var_samp|{numeric}|numeric|i|f
varbit|{int4,bool,varbit}|varbit|i|f
varbit_in|{cstring,oid,int4}|varbit|i|f
varbit_out|{varbit}|cstring|i|f
varbit_recv|{internal,oid,int4}|varbit|i|f
varbit_send|{varbit}|bytea|i|f
varbit_support|{internal}|internal|i|f
varbitcmp|{varbit,varbit}|int4|i|t
varbiteq|{varbit,varbit}|bool|i|t
varbitge|{varbit,varbit}|bool|i|t
varbitgt|{varbit,varbit}|bool|i|t
varbitle|{varbit,varbit}|bool|i|t
varbitlt|{varbit,varbit}|bool|i|t
varbitne|{varbit,varbit}|bool|i|t
varbittypmodin|{_cstring}|int4|i|f
varbittypmodout|{int4}|cstring|i|f
varchar|{name}|varchar|i|f
varchar|{varchar,bool,int4}|varchar|i|f
varchar_support|{internal}|internal|i|f
varcharin|{oid,cstring,int4}|varchar|i|f
varcharout|{varchar}|cstring|i|f
varcharrecv|{int4,internal,oid}|varchar|s|f
varcharsend|{varchar}|bytea|s|f
varchartypmodin|{_cstring}|int4|i|f
varchartypmodout|{int4}|cstring|i|f
variance|{float4}|float8|i|f
variance|{float8}|float8|i|f
variance|{int2}|numeric|i|f
variance|{int4}|numeric|i|f
variance|{int8}|numeric|i|f
variance|{numeric}|numeric|i|f
void_in|{cstring}|void|i|f
void_out|{void}|cstring|i|f
void_recv|{internal}|void|i|f
void_send|{void}|bytea|i|f
websearch_to_tsquery|{text}|tsquery|s|f
websearch_to_tsquery|{text,regconfig}|tsquery|i|f
width|{box}|float8|i|f
width_bucket|{anyarray,anyelement}|int4|i|f
width_bucket|{int4,float8,float8,float8}|int4|i|f
width_bucket|{numeric,int4,numeric,numeric}|int4|i|f
win1250_to_latin2|{internal,cstring,int4,int4,int4}|void|i|f
win1250_to_mic|{cstring,internal,int4,int4,int4}|void|i|f
win1251_to_iso|{int4,cstring,internal,int4,int4}|void|i|f
win1251_to_koi8r|{int4,internal,int4,int4,cstring}|void|i|f
win1251_to_mic|{internal,cstring,int4,int4,int4}|void|i|f
win1251_to_win866|{int4,cstring,internal,int4,int4}|void|i|f
win866_to_iso|{int4,int4,cstring,internal,int4}|void|i|f
win866_to_koi8r|{int4,int4,cstring,internal,int4}|void|i|f
win866_to_mic|{int4,int4,int4,cstring,internal}|void|i|f
win866_to_win1251|{internal,cstring,int4,int4,int4}|void|i|f
win_to_utf8|{int4,int4,int4,cstring,internal}|void|i|f
xideq|{xid,xid}|bool|i|t
xideqint4|{int4,xid}|bool|i|t
xidin|{cstring}|xid|i|f
xidneq|{xid,xid}|bool|i|t
xidneqint4|{int4,xid}|bool|i|t
xidout|{xid}|cstring|i|f
xidrecv|{internal}|xid|i|f
xidsend|{xid}|bytea|i|f
xml|{text}|xml|s|f
xml_in|{cstring}|xml|s|f
xml_is_well_formed|{text}|bool|s|f
xml_is_well_formed_content|{text}|bool|i|f
xml_is_well_formed_document|{text}|bool|i|f
xml_out|{xml}|cstring|i|f
xml_recv|{internal}|xml|s|f
xml_send|{xml}|bytea|s|f
xmlagg|{xml}|xml|i|f
xmlcomment|{text}|xml|i|f
xmlconcat2|{xml,xml}|xml|i|f
xmlexists|{text,xml}|bool|i|f
xmlvalidate|{xml,text}|bool|i|f
xpath|{text,xml}|_xml|i|f
xpath|{xml,_text,text}|_xml|i|f
xpath_exists|{_text,text,xml}|bool|i|f
xpath_exists|{text,xml}|bool|i|f
